Domain;Area Code (M49);Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Area Harvested Value;Yield;Production;Flag;Flag Description
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1961;1961;ha;187648;187648;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1962;1962;ha;193080;193080;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1963;1963;ha;229051;229051;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1964;1964;ha;227182;227182;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1965;1965;ha;220080;220080;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1966;1966;ha;229902;229902;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1967;1967;ha;231700;231700;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1968;1968;ha;238396;238396;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1969;1969;ha;273836;273836;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1970;1970;ha;290229;290229;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1971;1971;ha;294700;294700;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1972;1972;ha;296112;296112;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1973;1973;ha;317855;317855;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1974;1974;ha;319256;319256;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1975;1975;ha;315472;315472;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1976;1976;ha;324507;324507;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1977;1977;ha;328477;328477;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1978;1978;ha;355485;355485;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1979;1979;ha;373205;373205;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1980;1980;ha;373912;373912;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1981;1981;ha;362202;362202;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1982;1982;ha;339802;339802;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1983;1983;ha;340155;340155;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1984;1984;ha;328579;328579;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1985;1985;ha;334079;334079;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1986;1986;ha;332685;332685;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1987;1987;ha;291496;291496;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1988;1988;ha;292384;292384;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1989;1989;ha;291876;291876;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1990;1990;ha;292424;292424;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1991;1991;ha;296905;296905;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1992;1992;ha;274972;274972;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1993;1993;ha;265348;265348;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1994;1994;ha;252746;252746;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1995;1995;ha;229099;229099;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1996;1996;ha;259648;259648;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1997;1997;ha;260641;260641;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1998;1998;ha;265622;265622;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;1999;1999;ha;243886;243886;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2000;2000;ha;223762;223762;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2001;2001;ha;217473;217473;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2002;2002;ha;200948;200948;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2003;2003;ha;212308;212308;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2004;2004;ha;191333;191333;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2005;2005;ha;191740;191740;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2006;2006;ha;206443;206443;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2007;2007;ha;193331;193331;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2008;2008;ha;185857;185857;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2009;2009;ha;181525;181525;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2010;2010;ha;168891;168891;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2011;2011;ha;153286;153286;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2012;2012;ha;150576;150576;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2013;2013;ha;142574;142574;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2014;2014;ha;145825;145825;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2015;2015;ha;151769;151769;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2016;2016;ha;140425;140425;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2017;2017;ha;138903;138903;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2018;2018;ha;139270;139270;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2019;2019;ha;137240;137240;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2020;2020;ha;134800;134800;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;115;Barley;2021;2021;ha;123620;123620;;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1961;1961;100 g/ha;27262;;2,73;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1962;1962;100 g/ha;28830;;2,88;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1963;1963;100 g/ha;26952;;2,70;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1964;1964;100 g/ha;26638;;2,66;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1965;1965;100 g/ha;23758;;2,38;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1966;1966;100 g/ha;30696;;3,07;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1967;1967;100 g/ha;33328;;3,33;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1968;1968;100 g/ha;32298;;3,23;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1969;1969;100 g/ha;34097;;3,41;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1970;1970;100 g/ha;31468;;3,15;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1971;1971;100 g/ha;34475;;3,45;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1972;1972;100 g/ha;32998;;3,30;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1973;1973;100 g/ha;34189;;3,42;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1974;1974;100 g/ha;38774;;3,88;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1975;1975;100 g/ha;31896;;3,19;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1976;1976;100 g/ha;39647;;3,96;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1977;1977;100 g/ha;36889;;3,69;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1978;1978;100 g/ha;40047;;4,00;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1979;1979;100 g/ha;30244;;3,02;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1980;1980;100 g/ha;40504;;4,05;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1981;1981;100 g/ha;33678;;3,37;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1982;1982;100 g/ha;42276;;4,23;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1983;1983;100 g/ha;42596;;4,26;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1984;1984;100 g/ha;46168;;4,62;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1985;1985;100 g/ha;45540;;4,55;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1986;1986;100 g/ha;38849;;3,88;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1987;1987;100 g/ha;40436;;4,04;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1988;1988;100 g/ha;46734;;4,67;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1989;1989;100 g/ha;48707;;4,87;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1990;1990;100 g/ha;51998;;5,20;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1991;1991;100 g/ha;48064;;4,81;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1992;1992;100 g/ha;48810;;4,88;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1993;1993;100 g/ha;41442;;4,14;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1994;1994;100 g/ha;46859;;4,69;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1995;1995;100 g/ha;46495;;4,65;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1996;1996;100 g/ha;41702;;4,17;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1997;1997;100 g/ha;48258;;4,83;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1998;1998;100 g/ha;45612;;4,56;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;1999;1999;100 g/ha;47268;;4,73;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2000;2000;100 g/ha;38195;;3,82;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2001;2001;100 g/ha;46553;;4,66;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2002;2002;100 g/ha;42866;;4,29;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2003;2003;100 g/ha;41559;;4,16;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2004;2004;100 g/ha;52617;;5,26;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2005;2005;100 g/ha;45876;;4,59;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2006;2006;100 g/ha;44276;;4,43;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2007;2007;100 g/ha;41948;;4,19;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2008;2008;100 g/ha;52079;;5,21;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2009;2009;100 g/ha;46005;;4,60;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2010;2010;100 g/ha;46063;;4,61;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2011;2011;100 g/ha;56064;;5,61;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2012;2012;100 g/ha;43995;;4,40;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2013;2013;100 g/ha;51486;;5,15;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2014;2014;100 g/ha;57994;;5,80;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2015;2015;100 g/ha;55376;;5,54;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2016;2016;100 g/ha;61221;;6,12;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2017;2017;100 g/ha;56300;;5,63;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2018;2018;100 g/ha;49618;;4,96;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2019;2019;100 g/ha;60342;;6,03;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2020;2020;100 g/ha;64159;;6,42;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;115;Barley;2021;2021;100 g/ha;60066;;6,01;;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1961;1961;t;511571;;;511571;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1962;1962;t;556640;;;556640;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1963;1963;t;617331;;;617331;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1964;1964;t;605177;;;605177;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1965;1965;t;522864;;;522864;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1966;1966;t;705712;;;705712;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1967;1967;t;772210;;;772210;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1968;1968;t;769979;;;769979;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1969;1969;t;933706;;;933706;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1970;1970;t;913301;;;913301;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1971;1971;t;1015991;;;1015991;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1972;1972;t;977097;;;977097;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1973;1973;t;1086730;;;1086730;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1974;1974;t;1237869;;;1237869;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1975;1975;t;1006242;;;1006242;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1976;1976;t;1286583;;;1286583;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1977;1977;t;1211734;;;1211734;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1978;1978;t;1423602;;;1423602;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1979;1979;t;1128714;;;1128714;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1980;1980;t;1514491;;;1514491;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1981;1981;t;1219816;;;1219816;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1982;1982;t;1436543;;;1436543;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1983;1983;t;1448917;;;1448917;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1984;1984;t;1516981;;;1516981;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1985;1985;t;1521408;;;1521408;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1986;1986;t;1292450;;;1292450;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1987;1987;t;1178686;;;1178686;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1988;1988;t;1366424;;;1366424;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1989;1989;t;1421645;;;1421645;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1990;1990;t;1520554;;;1520554;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1991;1991;t;1427045;;;1427045;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1992;1992;t;1342141;;;1342141;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1993;1993;t;1099646;;;1099646;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1994;1994;t;1184350;;;1184350;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1995;1995;t;1065188;;;1065188;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1996;1996;t;1082789;;;1082789;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1997;1997;t;1257800;;;1257800;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1998;1998;t;1211557;;;1211557;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;1999;1999;t;1152801;;;1152801;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2000;2000;t;854667;;;854667;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2001;2001;t;1012407;;;1012407;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2002;2002;t;861391;;;861391;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2003;2003;t;882322;;;882322;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2004;2004;t;1006742.37;;;1006742.37;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2005;2005;t;879628;;;879628;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2006;2006;t;914052;;;914052;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2007;2007;t;810980;;;810980;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2008;2008;t;967921;;;967921;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2009;2009;t;835107;;;835107;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2010;2010;t;777961;;;777961;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2011;2011;t;859375;;;859375;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2012;2012;t;662466;;;662466;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2013;2013;t;734050.59;;;734050.59;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2014;2014;t;845704.92;;;845704.92;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2015;2015;t;840433;;;840433;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2016;2016;t;859701.77;;;859701.77;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2017;2017;t;782029;;;782029;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2018;2018;t;691030;;;691030;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2019;2019;t;828130;;;828130;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2020;2020;t;864860;;;864860;A;Official figure
Crops and livestock products;40;Austria;5510;Production;115;Barley;2021;2021;t;742530;;;742530;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1961;1961;ha;51403;51403;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1962;1962;ha;54159;54159;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1963;1963;ha;49758;49758;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1964;1964;ha;50015;50015;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1965;1965;ha;49981;49981;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1966;1966;ha;55317;55317;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1967;1967;ha;60169;60169;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1968;1968;ha;73645;73645;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1969;1969;ha;117207;117207;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1970;1970;ha;123927;123927;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1971;1971;ha;125043;125043;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1972;1972;ha;132472;132472;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1973;1973;ha;147028;147028;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1974;1974;ha;148720;148720;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1975;1975;ha;143773;143773;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1976;1976;ha;159800;159800;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1977;1977;ha;166105;166105;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1978;1978;ha;177689;177689;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1979;1979;ha;187818;187818;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1980;1980;ha;192947;192947;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1981;1981;ha;189049;189049;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1982;1982;ha;197551;197551;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1983;1983;ha;207969;207969;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1984;1984;ha;206712;206712;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1985;1985;ha;207785;207785;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1986;1986;ha;216655;216655;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1987;1987;ha;207272;207272;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1988;1988;ha;200524;200524;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1989;1989;ha;194181;194181;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1990;1990;ha;198073;198073;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1991;1991;ha;185302;185302;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1992;1992;ha;172557;172557;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1993;1993;ha;169935;169935;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1994;1994;ha;179465;179465;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1995;1995;ha;173352;173352;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1996;1996;ha;201342;201342;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1997;1997;ha;188311;188311;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1998;1998;ha;171239;171239;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);1999;1999;ha;177077;177077;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2000;2000;ha;187802;187802;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2001;2001;ha;194904;194904;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2002;2002;ha;195921;195921;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2003;2003;ha;196409;196409;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2004;2004;ha;201451;201451;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2005;2005;ha;189637;189637;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2006;2006;ha;181196;181196;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2007;2007;ha;193419;193419;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2008;2008;ha;216354;216354;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2009;2009;ha;200276;200276;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2010;2010;ha;201137;201137;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2011;2011;ha;217100;217100;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2012;2012;ha;219702;219702;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2013;2013;ha;201917;201917;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2014;2014;ha;216316;216316;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2015;2015;ha;188728;188728;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2016;2016;ha;195252;195252;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2017;2017;ha;209476;209476;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2018;2018;ha;209900;209900;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2019;2019;ha;220690;220690;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2020;2020;ha;212600;212600;;;A;Official figure
Crops and livestock products;40;Austria;5312;Area harvested;112;Maize (corn);2021;2021;ha;218200;218200;;;A;Official figure
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1961;1961;100 g/ha;38605;;3,86;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1962;1962;100 g/ha;35620;;3,56;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1963;1963;100 g/ha;39033;;3,90;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1964;1964;100 g/ha;42359;;4,24;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1965;1965;100 g/ha;37315;;3,73;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1966;1966;100 g/ha;49644;;4,96;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1967;1967;100 g/ha;52490;;5,25;;E;Estimated value
Crops and livestock products;40;Austria;5419;Yield;112;Maize (corn);1968;1968;100 g/ha;54118;;5,41;;E;Estimated value
